era,leg,theta,model,n_contracts,n_days,frac_traded,frac_long,sh_daily_mid,sh_daily_crossed,mean_per_trade_mid,hit_mid
all,both,0.05,b2,50475,626,0.7579966962006307,0.23221204385042798,9.109714478751759,5.722558466897536,0.15894754510536235,0.7098167409608718
all,both,0.05,a0,51333,626,0.7708815137408019,0.16802823246733745,9.077693679269432,5.659795658016178,0.15268610358628515,0.7205696140884031
all,both,0.05,b2_minus_a0_t,66590,626,,,0.5812819627584197,,0.0027788193992850274,
all,both,0.1,b2,36663,624,0.5505781648896231,0.1445262051359063,9.000064784755612,5.92635245391132,0.18614884023608708,0.7493658456754766
all,both,0.1,a0,37345,624,0.5608199429343745,0.09723682234569755,8.677646075508816,5.7658340027333805,0.17462584017898208,0.7528718703976436
all,both,0.1,b2_minus_a0_t,66590,626,,,1.4695100286626066,,0.004555833129472507,
all,both,0.2,b2,18127,515,0.27221805075837213,0.0437302898333083,8.922142662137597,6.2755851479511655,0.21762197288810156,0.8031113808131517
all,both,0.2,a0,16919,513,0.25407718876708213,0.026220153176152575,7.8152294924791015,5.478337560123573,0.19763754872185704,0.7800106389266505
all,both,0.2,b2_minus_a0_t,66590,626,,,3.939477595424575,,0.009025436487723653,
all,both,,always_short,66590,626,1.0,0.0,4.1801102819608715,,0.08254153674008323,0.6611202883315813
all,both,,always_long,66590,626,1.0,1.0,-4.1801102819608715,,-0.08254153674008323,0.3388797116684187
daily_0dte,call,0.0,b2,18434,337,1.0,0.3699142888141478,8.131855405073493,4.588273171005997,0.1197210340298042,0.658348703482695
daily_0dte,call,0.0,a0,18434,337,1.0,0.29830747531734836,7.736596857634427,4.256839679234405,0.11676352497969748,0.6705001627427579
daily_0dte,call,0.0,b2_minus_a0_t,18434,337,,,0.4292877741394926,,0.002957509050106749,
daily_0dte,call,0.05,b2,13449,336,0.7295757838776175,0.23185418248887923,8.539195557042609,5.476624075438261,0.15748478420331377,0.7066696408654919
daily_0dte,call,0.05,a0,13860,337,0.7518715417163936,0.18232613648692633,7.3427120311123275,4.43868752340998,0.14764566141356067,0.7165945165945166
daily_0dte,call,0.05,b2_minus_a0_t,18434,337,,,0.6273093700642685,,0.0038865138091795414,
daily_0dte,call,0.1,b2,9454,330,0.5128566778778344,0.13925355321688185,7.7596360142893355,5.151686569250297,0.18263776530156908,0.7489951343346731
daily_0dte,call,0.1,a0,9786,330,0.5308668764239991,0.10518606921991971,7.157869604464037,4.579174367194408,0.16914735814138399,0.7525035765379113
daily_0dte,call,0.1,b2_minus_a0_t,18434,337,,,0.6516547898404815,,0.0038722678957063173,
daily_0dte,call,0.2,b2,4500,221,0.24411413692090703,0.03759357708581968,6.7053163656049435,4.706597824045899,0.21787581216583668,0.8137777777777778
daily_0dte,call,0.2,a0,4398,223,0.2385808831506998,0.02853423022675491,7.352595734239167,5.4785160930942665,0.19073275185707023,0.7773988176443838
daily_0dte,call,0.2,b2_minus_a0_t,18434,337,,,1.5883883612164693,,0.007681377458981789,
daily_0dte,call,,always_short,18434,337,1.0,0.0,4.921346543334049,,0.09880103839120322,0.6795595096018228
daily_0dte,call,,always_long,18434,337,1.0,1.0,-4.921346543334049,,-0.09880103839120322,0.3204404903981773
daily_0dte,put,0.0,b2,18309,337,1.0,0.3772461630891911,8.217225726127655,4.788972267824946,0.1254878292806878,0.6548691900158392
daily_0dte,put,0.0,a0,18309,337,1.0,0.31093997487574415,8.174390684369321,4.650921126582083,0.12230108022205613,0.6648096564531105
daily_0dte,put,0.0,b2_minus_a0_t,18309,337,,,0.40641795616514925,,0.0031867490586316802,
daily_0dte,put,0.05,b2,13481,337,0.7363045496750232,0.24714621224534383,8.42422171190848,5.345595224018865,0.15792841155742246,0.699428825754766
daily_0dte,put,0.05,a0,13863,337,0.7571686056038014,0.19913703643017094,8.179762874194287,5.172587401544736,0.15171499854748452,0.7093702661761524
daily_0dte,put,0.05,b2_minus_a0_t,18309,337,,,0.18814544894137264,,0.0014095740532980797,
daily_0dte,put,0.1,b2,9454,328,0.5163580752635316,0.14790540171500355,7.925543831452302,5.184730628822042,0.18551636423799167,0.7389464776814046
daily_0dte,put,0.1,a0,9779,329,0.5341089081872303,0.11180293844557322,7.319909621600074,4.879114703603957,0.17867084457234608,0.7484405358421107
daily_0dte,put,0.1,b2_minus_a0_t,18309,337,,,0.12844525936591425,,0.0003631830483915517,
daily_0dte,put,0.2,b2,4363,224,0.2382981047572232,0.04025342727620296,9.47472480631329,6.992306800960366,0.2231397792292642,0.7946367178546871
daily_0dte,put,0.2,a0,4211,228,0.22999617674367798,0.028292096783002894,4.179929073598629,2.9029431871457705,0.19464550928922963,0.758964616480646
daily_0dte,put,0.2,b2_minus_a0_t,18309,337,,,2.091627476243115,,0.008406063529429995,
daily_0dte,put,,always_short,18309,337,1.0,0.0,4.4326273249126045,,0.0940102465806789,0.6749139767327543
daily_0dte,put,,always_long,18309,337,1.0,1.0,-4.4326273249126045,,-0.0940102465806789,0.3250860232672456
daily_0dte,both,0.0,b2,36743,337,1.0,0.3735677544021991,8.403900018608267,4.820749600886249,0.12259462231188316,0.6566148654165419
daily_0dte,both,0.0,a0,36743,337,1.0,0.30460223716081974,8.197658253391088,4.587668531265669,0.11952288319574798,0.667664589173448
daily_0dte,both,0.0,b2_minus_a0_t,36743,337,,,0.4304541950431194,,0.0030717391161351904,
daily_0dte,both,0.05,b2,26930,337,0.7329287211169474,0.23947418555915412,8.74584119529787,5.563637938915299,0.15770686145399104,0.7030449313033791
daily_0dte,both,0.05,a0,27723,337,0.7545110633317911,0.1907029910459135,7.991855952630671,4.936689916006577,0.14968055015891965,0.7129820005049958
daily_0dte,both,0.05,b2_minus_a0_t,36743,337,,,0.43176660132248385,,0.002652257216347338,
daily_0dte,both,0.1,b2,18908,335,0.5146014206787688,0.1435647606346787,7.992293144519946,5.2841473603640665,0.18407706476978036,0.7439708060080389
daily_0dte,both,0.1,a0,19565,336,0.5324823775957325,0.10848324850992026,7.4649248751315245,4.96859091971371,0.17390739769202945,0.7504727830309226
daily_0dte,both,0.1,b2_minus_a0_t,36743,337,,,0.4116926106539378,,0.002123694440368265,
daily_0dte,both,0.2,b2,8863,251,0.241216013934627,0.038918977764472146,7.275354661906568,5.075231450596711,0.22046711175939807,0.8043551844747828
daily_0dte,both,0.2,a0,8609,252,0.23430313256946902,0.028413575374901343,6.56183449650399,4.767074028589793,0.19264663518229072,0.7683819258915089
daily_0dte,both,0.2,b2_minus_a0_t,36743,337,,,1.9136859654524394,,0.008042487800103531,
daily_0dte,both,,always_short,36743,337,1.0,0.0,4.713686325440356,,0.09641379164328143,0.6772446452385489
daily_0dte,both,,always_long,36743,337,1.0,1.0,-4.713686325440356,,-0.09641379164328143,0.3227553547614512
